128	State Fire Marshal Tactical 1  
130	State Fire Marshal Tactical 2  
132	MN HAZMAT Main  
134	MN HAZMAT Tactical 1  
136	MN HAZMAT Tactical 2  
138	Enforcement All Call  
140	Enforcement Common  
142	Metro Wide Field Group  
144	West Side Group Metro  
146	East Side Group Metro  
148	Enforcement Tactical 1 Metro  
150	Enforcement Tactical 2 Metro  
152	Enforcement Tactical 3 Metro  
154	Enforcement Administration Metro  
156	Metro Parks   
158	Metro Wildlife   
160	DNR Forestry Statewide  
166	DOC 166  
168	DOC 168  
170	Office of Special Investigations 1  
172	Office of Special Investigations 2  
174	Transportation Unit 1 Main  
176	Transportation Unit 2 Security  
178	MCF Lino Lakes Main Operations  
180	MCF Lino Lakes Local Maintenance  
182	MCF Stillwater Main Operations  
184	MCF Stillwater Local Maintenance  
185	MCF Lino Lakes 185  
186	MCF Oak Park Heights Main Operations  
188	MCF Oak Park Heights Local Maintenance  
190	MCF Shakopee Main Operations  
192	MCF Shakopee Local Maintenance  
194	MCF Red Wing Main Operations  
195	MCF Red Wing Incident Command (ICS)  
196	MCF Red Wing Local Maintenance  
198	MCF Rush City Main Operations  
200	MCF Rush City Local Maintenance  
202	Department of Revenue Main  
204	Capitol Security All Call  
207	MCF Stillwater Incident Command (ICS)  
208	Central Management Office  
212	OEC Demo 2  
215	MCF Lino Lakes 215  
217	MCF Lino Lakes 217  
219	MCF Lino Lakes 219  
222	OEC 2 Admin  
224	OEC 3 Shop  
225	MCF Rush City Incident Command (ICS)  
226	OEC 4 Office Admin  
227	MCF Rush City 227  
228	OEC 5 Admin  
229	MCF Rush City 229  
230	Survey Crew All Call  
231	MCF Rush City 231  
232	Survey Crew TG 1  
234	Survey Crew TG 2  
236	Survey Crew TG 3  
238	Survey Crew TG 4  
240	Survey Crew TG 5  
242	Survey Crew TG 6  
244	Survey Crew TG 7  
246	Survey Crew TG 8  
248	Survey Crew TG 9  
250	Survey Crew TG 10  
252	Survey Crew TG 11  
254	Survey Crew TG 12  
256	Survey Crew TG 13  
258	Survey Crew TG 14  
260	Survey Crew TG 15  
262	Survey Crew TG 16  
264	Survey Crew TG 17  
266	Survey Crew TG 18  
268	Survey Crew TG 19  
270	Survey Crew TG 20  
272	Survey Crew TG 21  
274	Survey Crew TG 22  
276	Survey Crew TG 23  
278	DOT Announce - Weather  
280	Metro Emergency to MSP  
282	Common  
284	MNDOT North East Maintance Dispatch  
286	MNDOT North West Maintance Dispatch  
288	MNDOT Central Maintance Dispatch  
290	MNDOT South Maintance Dispatch  
292	MNDOT North Branch, 12  
294	MNDOT Forest Lake, 14  
296	MNDOT Spring Lake Park, 15  
298	MNDOT Oakdale, 11  
300	MNDOT Anoka, 41  
302	MNDOT Maple Grove, 42  
304	MNDOT Plymouth, 44  
306	MNDOT Golden Valley, 45  
308	MNDOT Eden Prairie, 43  
310	MNDOT Camden Yard, Mlps, 22  
312	MNDOT Cedar, Richfield, 23  
314	MNDOT Maryland, St. Paul, 25  
316	MNDOT Arden Hills, 26  
318	MNDOT Hastings, 33  
320	MNDOT Mendota, 32  
322	MNDOT Lakeville, 34  
324	MNDOT Shakopee, 31  
326	MNDOT Jordan, 35  
328	MNDOT - Supervisors  
330	MNDOT Materials/Admin  
332	TMC Airpatrol  
334	MNDOT Metro 334  
336	MNDOT Metro 336  
338	TMC Highway Helper (FIRST)  
340	ESS Cable Locates  
342	ESS Signals  
344	Construction Office Oakdale  
346	Construction Office Mendota  
348	Construction Office Eden Prairie  
350	Construction Office Golden valley  
352	MNDOT - Sign Shop  
354	Traffic Striping  
356	Traffic Engineering  
358	Building Mainenance  
360	HazMat  
362	Radio Board - Demo 1  
370	Pollution Control Agency Main  
372	PCA Tactical 1 Contractors  
374	PCA Tactical 1 Staff  
382	Law  
384	Night Crews  
385	State Patrol Hailing  
388	Safety  
390	MNDOT Metro  
396	Night Crews 1  
408	MNDOT Metro 408  
410	MNDOT Metro 410  
412	MNDOT Metro 412  
418	Disaster Relief Organization Tactical 1 Red Cross  
420	Disaster Relief Organization Tactical 2 Salvation Army  
422	Disaster Relief Organization Tactical 3  
424	Disaster Relief Organization Tactical 4  
426	National Guard A  
428	National Guard EOC ST PAUL  
430	National Guard   
431	DNR Forestry NW 1  
432	DNR Forestery Cambridge  
433	DNR Forestry NW 2  
434	DNR Forestry NW 3  
435	DNR Forestry NE 1  
436	DNR Forestry NE 2  
438	DNR Forestry NE 3  
439	DNR Fire  
440	Forest Fire Main Dispatch  
442	DNR Fire Suppression 2  
443	DNR Forestry  
446	Metro Traffic Information  
448	Event Staging  
450	Homeland Security Emergency Management Duty Officer  
454	133rd Air Lift Wing Perimeter Ops  
455	DHS Emergency Management Main  
456	Department of Health Tactical 1  
457	Department of Health Tactical 2  
459	DHS Emergency Management 1  
460	DHS Emergency Management 2  
461	DHS Emergency Management 3  
462	DHS Roaming  
463	DHS Central Office  
464	Federal Bureau of Investigations 1  
465	Federal Bureau of Investigations 3  
466	Federal Bureau of Investigations 2  
468	US Fish & Wildlife Service Enforcement  
478	DNR Wildlife Tracking 1  
480	DNR Wildlife Tracking 2  
500	Statewide Tactical 5 (F TAC 1)  
502	Statewide Tactical 6 (F TAC 2)  
504	Law Enforcement Tactical 1  
506	Law Enforcement Tactical 2  
520	Special Operations Response Team Tactical 1  
522	Special Operations Response Team Tactical 2  
524	Special Operations Response Team Tactical 3  
526	Special Operations Response Team Tactical 4  
528	Radio Board - Demo TG  
600	Metro Local Public Health Association 1  
602	Metro Local Public Health Association 2  
604	Metro Local Public Health Association 3  
606	Metro Local Public Health Association 4  
610	National Guard D  
612	National Guard E  
614	National Guard F  
616	National Guard G  
618	133rd Air Lift Wing Flightline Ops  
620	National Guard I  
622	National Guard J  
624	National Guard K  
626	National Guard L  
628	National Guard M  
630	34th Infantry Red Bulls Main  
632	National Guard O  
634	National Guard P  
636	National Guard Q  
638	National Guard R  
640	National Guard S  
642	National Guard T  
644	Camp Ripley Fire  
646	National Guard V  
648	National Guard W  
650	Camp Ripley Range Control  
652	Camp Ripley Security  
654	Camp Ripley Ops 1  
656	Camp Ripley Ops 2  
662	Camp Ripley Range Control  
670	National Guard X  
694	DNR CONS TAC 694  
696	DNR CONS TAC 696  
698	DNR CONS TAC 698  
700	System Technicians 700  
702	System Technicians 702  
704	System Technicians 704  
706	System Technicians 706  
708	SE MN System Technicians 708  
710	DNR CONS D TAC 710  
712	DNR CONS D2 TAC  
714	DNR CONS D TAC 714  
715	DNR 715  
716	DNR CONS D TAC 716  
718	DNR CONS D TAC 718  
720	DNR CONS D TAC 720  
722	DNR CONS D TAC 722  
723	William O'Brien State Park  
724	DNR CONS D TAC 724  
725	DNR 725  
727	Fort Snelling State Park  
728	DNR CONS D TAC - St Louis County  
730	DNR CONS D TAC - St Louis County  
731	Afton State Park  
734	DNR CONS D 6 TAC  
744	Air Enforcement  
746	Duluth Area Tactical A  
748	Duluth Area Tactical B  
752	DNR CONS D9 TAC Brainerd area  
764	Reg 3 Dist 11 Ops Hoffman Area Tac  
770	Reg 3 Dist 12 Ops  
772	DNR 772  
776	Region 4 District 15  
778	Region 4 District 15 TAC  
782	Region 4 District 16  
784	Region 4 District 16 TAC  
788	Enforcement   
790	DNR 790  
794	Region 3 District 18 Rochester Enforcement  
796	DNR 796  
800	Radio Technicians  
802	South Main Dispatch  
804	Police Ch. 2 Administration  
806	"Police Information ""CH 3""  "
808	Police 3rd Main  
810	North Main Dispatch  
812	Common  
814	Tactical 1  
816	Tactical 2  
818	Tactical 3  
820	North Metro Drug Task Force  
822	Law Enforcement Multigroup  
824	Anoka City Police Car to Car  
826	Anoka City Police Administrative  
828	Blaine Police Car to Car  
830	Blaine Police Administrative  
832	Centennial Police Car to Car  
834	Centennial Police Administrative  
836	Columbia Heights Police Car to Car  
838	Columbia Heights Police Administrative  
840	Coon Rapids Police Car to Car  
842	Coon Rapids Police Administrative  
844	Fridley Police Car to Car  
846	Fridley Police Administrative  
848	Lino Lakes Police Car to Car  
850	Lino Lakes Police Administrative  
852	Ramsey Police Car to Car  
854	Ramsey Police Administrative  
856	St Francis Police Car to Car  
858	St Francis Police Administrative  
860	Spring Lake Park Police Car to Car  
862	Spring Lake Park Police Administrative  
864	Police Car-to-Car  
866	Police Administration  
868	Anoka City Common  
870	Blaine, SLP, MV Common  
872	Columbia Heights - Hilltop Common  
874	Coon Rapids Common  
876	Fridley Common  
878	Lino Lakes, Lexington, CP, CVL Common  
880	Ramsey Common  
882	St. Francis, Bethel Common  
884	Area Common  
886	Jail Main  
888	Jail Administration  
890	SWAT Team  
892	Dive Team  
894	Reserves  
896	Law Enforcement  
898	Special Events 1  
900	Special Events 2  
902	Emergency Management 1  
904	Law Enforcement Roaming Talkgroup  
906	Fire Main (VHF patch)  
908	Fire Tactical A  
910	Fire Tactical B  
912	Fire Tactical C  
914	Andover Fire Tactical  
916	Anoka - Champlin Fire Tactical  
918	Bethel Fire Tactical  
920	SBM ( Sprink Lk Park/Blaine/Mounds View ) Fire Tactical  
922	Columbia Heights Fire Tactical  
924	Coon Rapids Fire Tactical  
926	East Bethel Fire Tactical  
928	Fridley Fire Tactical  
930	Ham Lake Fire Tactical  
932	Lexington Fire Tactical  
934	Centennial Fire Tactical  
936	Linwood Fire Tactical  
938	Oak Grove Fire Tactical  
940	Ramsey Fire Tactical  
942	St Francis Fire Tactical  
944	Fire Service Multigroup  
946	Andover Fire Administrative 1  
948	Anoka - Champlin Fire Administrative 1  
950	Bethel Fire Administrative 1  
952	SBM ( Sprink Lk Park/Blaine/Mounds View ) Fire Administrative 1  
954	Columbia Heights Fire Administrative 1  
956	Coon Rapids Fire Administrative 1  
958	East Bethel Fire Administrative 1  
960	Fridley Fire Administrative 1  
962	Ham Lake Fire Administrative 1  
964	Lexington Fire Administrative 1  
966	Centennial Fire Administrative 1  
968	Linwood Fire Administrative 1  
970	Oak Grove Fire Administrative 1  
972	Ramsey Fire Administrative 1  
974	St Francis Fire Administrative 1  
976	Andover Fire Administrative 2  
978	Anoka - Champlin Fire Administrative 2  
980	Bethel Fire Administrative 2  
982	SBM ( Sprink Lk Park/Blaine/Mounds View ) Fire Administrative 2  
984	Columbia Heights Fire Administrative 2  
986	Coon Rapids Fire Administrative 2  
988	East Bethel Fire Administrative 2  
990	Fridley Fire Administrative 2  
992	Ham Lake Fire Administrative 2  
994	Lexington Fire Administrative 2  
996	Centennial Fire Administrative 2  
998	Linwood Fire Administrative 2  
1000	Oak Grove Fire Administrative 2  
1002	Ramsey Fire Administrative 2  
1004	St Francis Fire Administrative 2  
1006	Fire Special Operations  
1008	Fire Roaming Talkgroup  
1010	Public Works Common  
1012	Highway Department Main  
1014	Highway Department Surveyors  
1016	Highway Department Administration  
1018	Parks Department Main  
1020	Parks Department Police  
1022	Andover Public Works  
1024	Anoka City Public Works  
1026	Bethel Public Works  
1028	Blaine Public Works  
1030	Burns Township Public Works  
1032	Centerville Public Works  
1034	Circle Pines Public Works  
1036	Columbia Heights Public Works  
1038	Columbus Township Public Works  
1040	Coon Rapids Public Works  
1042	East Bethel Public Works  
1044	Fridley Public Works  
1046	Ham Lake Public Works  
1050	Hilltop Public Works  
1052	Lexington Public Works  
1054	Lino Lakes Public Works  
1056	Linwood Public Works  
1058	Oak Grove Public Works  
1060	Ramsey Public Works  
1062	St Francis Public Works  
1064	Spring Lake Park Public Works  
1066	Public Works Roaming Talkgroup  
1068	Court Security  
1070	CID  
1072	Property Management  
1074	Public Health Main  
1082	Court Security Administration  
1084	Emergency Management 2  
1086	VARDA Alarms  
1110	Anoka County Traveler Bus Operations  
1112	Ramsey Star Express Transit Operations  
1116	Emergency Management Admin 1  
1118	Emergency Management Admin 2  
1122	Special events 3  
1124	Fire Tactical D  
1128	Lino Lakes Common  
1130	Lino Lakes Public Safety Fire Tactical  
1136	County Snow Plows  
1144	Coon Rapids Fire Dispatch USDD (patched with 155.64 MHz)  
2000	North EMS  
2001	North EMS  
2002	ALS Dispatch - Metro  
2003	Alexandria - Dispatch  
2004	BLS Dispatch - Metro  
2006	Metro Tac 1  
2007	Waseca - Dispatch  
2008	Administration  
2009	Hubbard Cass - Dispatch  
2010	Metro Tac 2  
2011	Hubbard - Cass T2T Tac  
2012	Supervisors  
2014	Radio Service  
2016	Admin Tac A  
2018	Admin Tac B  
2026	Air Care 1 Dispatch - Lakeville  
2028	Air Care 4 Dispatch - Princeton  
2030	Faribault - Dispatch  
2032	Air Care Inflight Flight Following  
2034	Princeton - Dispatch  
2036	All State Channel  
2038	Common  
2040	New Prague - Dispatch  
2042	Dispatch  
2044	Forest Lake - CH 1  
2046	Forest Lake - CH 2  
2048	Faribault - CH 2  
2050	North EMS Princeton area Business 1  
2054	Air Care 2 Dispatch - Brainerd  
2056	Air Care 3 Dispatch - Redwood Falls  
2058	Air Care 5 Dispatch - Bemidji  
2060	Brainerd - Dispatch  
2062	Brainerd T2T  
2066	Brainerd Paging  
2068	North Memorial Hospital Security 1  
2070	North Memorial Hospital Security 2  
2072	North Memorial Hospital Security Supervisors  
2074	Maple Grove Hospital Security 1  
2076	Maple Grove Hospital Security 2  
2078	Maple Grove ICS CALL  
2080	Maple Grove ICS TAC 1  
2082	Maple Grove ICS TAC 2  
2084	Maple Grove ICS TAC 3  
2086	Maple Grove ICS TAC 4  
2088	Faribault  
2090	Brainerd  
2092	RW Falls - Dispatch  
2096	Pine River - Dispatch  
2098	Pine River T2T  
2100	ALS Dispatch North  
2102	BLS Dispatch  
2103	New Ulm Dispatch  
2104	Tactical 1  
2106	Tactical 2  
2108	Statewide  
2109	Hutchinson - Glencoe Dispatch  
2110	Event 1  
2111	Hutchinson Admin  
2112	ALS Ambulance Dispatach Communications  
2113	Statewide  
2114	Business  
2115	Flight Follow - Statewide  
2116	Administration  
2117	Tac 1 - Statewide  
2118	Event  
2119	Alexandria Dispatch (Life Link 2)  
2121	Anoka Dispatch  
2122	Two Twelve Medical Center Patient Information  
2123	Willmar Dispatch (Life Link 3)  
2124	HCMC Events  
2125	Hibbing Dispatch  
2130	HCMC Ambulance  
2131	HCMC Emergency Medical Services Tactical 1  
2132	"HCMC channel 2 ""business""  "
2133	HCMC Emergency Medical Services Tactical 2  
2135	HCMC Emergency Medical Services Tactical 3  
2136	HCMC Supervisors   
2137	HCMC Emergency Medical Services Tactical 4  
2138	HCMC Administration  
2142	West MRCC Main  
2144	West MRCC Cross Patch 1  
2146	West MRCC Cross Patch 2  
2150	CHD Metro Region Coordination  
2152	Abbott Northwestern Hospital  
2153	Brainerd  
2154	Minneapolis Children's Hospital  
2156	Hennepin County Medical Center  
2158	Mercy Hospital  
2160	Methodist Hospital  
2162	North Memorial Medical Center  
2164	University of Minnesota Medical Center West Bank  
2166	Ridgeview Medical Center  
2168	Fairview Southdale Medical Center  
2170	St. Francis Regional Medical Center  
2172	University of Minnesota Medical Center East Bank  
2174	Unity Medical Center  
2176	Minneapolis Veteran Affairs Medical Center  
2178	St. Joseph's Hospital  
2180	St. John's Hospital  
2182	Lakeview Medical Center  
2184	Regina Medical Center  
2186	Ridges Medical Center  
2188	Regions Hospital  
2190	United Hospital  
2192	Woodwinds Hospital  
2196	Maple Grove Hospital  
2198	Maple Grove Hospital  
2204	North Memorial Medical Center  
2208	Ridgeview Medical Center  
2210	Fairview Southdale Hospital  
2224	Lakeview Medical Center  
2236	EMH Calling  
2238	EMH Comm 1  
2240	EMH Comm 2  
2250	CHD  
2252	Statewide Tactical 9 (E TAC 1)  
2254	Statewide Tactical 10 (E TAC 2)  
2256	Statewide Tactical 11 (E TAC 3)  
2258	Statewide Tactical 12 (E TAC 4)  
2260	West Metro EMS Supervisors  
2262	Dispatch All Call  
2264	Dispatch South  
2266	Wright County ALS Dispatch  
2268	Northfield Ambulance Dispatach   
2270	ADC Patient Information  
2272	Business 1  
2274	Business 2  
2280	EMH Comm 3  
2282	EMH Comm 4  
2286	EMS Operations  
2288	Fairview Lakes Medical Center  
2290	Supervisors  
2296	HealthEast ALS Dispatch  
2298	HealthEast BLS Dispatch  
2300	HealthEast Event Channel  
2302	HealthEast Supervisors  
2304	HealthEast Administration  
2306	East MRCC Main  
2310	Lakeview EMS 2311  
2312	Administration  
2314	Lakeview EMS 2314  
2318	EMS Coordination  
2326	Emergency Operations Centers  
2328	EOC Tactical 1  
2330	EOC Tactical 2  
2332	New River Hospital Centra Care Hospital - Monticello  
2334	New River EMS Administration  
2336	EMS Patient Information Statewide MRCC Calling  
2338	Two Twelve Medical Center  
2342	University of Minnesota Amplatz Children's Hospital  
2344	Statewide Emergency Department  
2346	St. Croix Valley EMS Dispatch  
2350	HealthEast Roam  
2465	Dispatch  
2467	EMS Dispatch Detroit Lakes Area  
2500	Bus Operations  
2502	Bus Operations  
2504	Bus Operations  
2506	Bus Operations  
2508	Bus TG 1  
2510	Bus TG 2  
2512	Bus TG 3  
2514	Bus TG 4  
2516	Bus TG 5  
2518	Bus TG 6  
2520	Bus TG 7  
2522	Bus TG 8  
2524	Bus TG 9  
2526	Bus Supervisor  
2528	Bus Supervisors car to car  
2530	Supervisors Tactical  
2532	Transit Police Dispatch - West  
2534	Police Car to Car  
2536	Police Tactical 1  
2538	"Police Tactical 2 - ""Data""  "
2540	Transit Police Dispatch - East  
2542	Transit Common  
2546	Maint. Nicollet Shop  
2548	Maint. Downtown Mpls Shop  
2550	Maint. Brooklyn Park Shop  
2552	Maintenance  
2554	Maintenance  
2556	Metro Transit State Fair Shop  
2558	Metro Transit St. Paul Shop  
2562	MTC  
2564	Maintenance All Call  
2566	Radio Fallback Minneapolis  
2568	Radio Fallback  
2570	Radio Fallback Brooklyn Center  
2572	Radio Fallback St. Paul  
2574	Buses  
2576	Bus TG 13  
2578	Buses  
2580	MCT  
2700	Carver County Sheriff Main  
2702	Carver County Sheriff Info Traffic  
2704	Carver County Sheriff Info Traffic Overflow  
2706	Sheriff East Car-to-Car  
2708	Sheriff West Car-to-Car  
2710	Carver Common Law Enforcement  
2712	Carver County Law Enforcement All  
2716	Carver County Fire Main  
2718	Carver County Fire Tac 1  
2720	Carver County Fire Tac 2  
2722	Carver County Fire Tac 3  
2724	Carver County Fire Tac 4  
2726	Carver County Fire Tac 5  
2728	Carver County Fire Tac 6  
2730	Carver Fire All  
2732	Carver County Fire MA 1  
2734	Carver County Fire MA 2  
2736	Carver City Fire Administration  
2738	Chanhassen Fire Administration  
2740	Chaska Fire Administration  
2742	Cologne Fire Administration  
2744	Hamburg Fire Administration  
2746	Mayer Fire Administration  
2748	New Germany Fire Administration  
2750	Norwood Young America Fire Administration  
2752	Victoria Fire Administration  
2754	Waconia Fire Administration  
2756	Watertown Fire Administration  
2758	Fire Subsystem Roaming  
2760	Carver County PW Highway Dept - Main  
2762	Carver County PW Highway Dept - Engineers  
2764	Carver County PW Highway Dept - Surveyors  
2766	Carver County PW Highway Dept - Parks  
2768	Carver County PW Highway Dept - Maintenance  
2770	Carver County PW Highway Dept - Maintenance  
2772	Carver County PW Highway Dept  
2774	Carver County PW Highway Dept  
2778	Chanhassen Fire Public Works  
2780	Chaska Public Works  
2782	Cologne Public Works  
2784	Hamburg Public Works  
2786	Mayer Public Works  
2788	New Germany Public Works  
2790	Victoria Fire Ops 2  
2792	Waconia Public Works  
2794	Watertown Public Works  
2796	Norwood Young America City Public Works  
2798	Laketown Public Works  
2800	Carver County Countywide Public Works Mutual Aid  
2802	Carver County Public Works Subsystem Roaming  
2804	Carver County Buses  
2806	Carver Public Service Roaming Talkgroup  
2808	Carver County Fire/LE Shared  
2810	Carver County PW/PS Shared  
2812	Carver County Emergency Management  
2814	Carver County Severe Weather Coordination  
2816	Carver Countywide EMS  
2818	Carver County Countywide Training  
2822	Carver County Wide Fire 1  
2824	Carver Co. Fire  
2848	Carver County Sheriff TAC 1  
2858	Fire Administration  
2872	Chaska Police Car-Car  
2882	Chaska Police Events  
2886	Carver County Sheriff TAC 2  
2898	Carver County Sheriff TAC 3  
2900	MECC Emergent - Urgent Access  
2902	Streets  
2904	Water/Sewer  
2906	Animal Control  
2908	System Technicians  
2910	Sanitation  
2912	City Administration  
2914	Sanitation  
2916	Public Works Sewer 1  
2918	Public Works Sewer 2  
2920	Public Works Technicians  
2926	City Hall Cleaning  
2928	City Common  
2930	Sanitation  
2954	Police 1 - Precinct 3  
2956	Police 2 - Precinct 1 - 4  
2958	Police 3 - Precinct 2 - 5  
2960	Police 4 - Overflow dispatch/ events  
2962	Police 5 - Car-to-Car  
2964	Police 6 - Traffic Control/Parking  
2966	Police 7 - Records / Warrents  
2968	Police 8  
2970	Police 9 - Events  
2972	Police 10 - Car-to-Car  
2974	Police 11  
2982	Police  
2984	Park Police  
2990	Police  
3002	Police  
3016	Fire Dispatch  
3018	Fire Tac 2 Mobiles Only  
3020	Fire Tac 3  
3022	Fire Tac 4  
3024	Fire Tac 5  
3026	Fire Tac 6  
3028	Fire Tac 7  
3030	Fire Tac 8 Fire Prevention  
3032	Fire Tac 9 Training  
3034	Fire Truck to Truck  
3036	Fire Truck to Truck  
3040	Fire Secure  
3042	Fire All Call  
3044	Police All Call  
3046	Fire Admin  
3054	Minneapolis Water Dept.  
3056	Minneapolis Election Polling Comms  
3058	Minneapolis Minneapolis Schools Security  
3060	Police Downtown Safezone Security  
3076	Minneapolis Police  
3080	Minneapolis Police  
3092	Minneapolis Police  
3103	Minneapolis Adm All  
3300	LRT All Call  
3302	LRT Operations  
3304	LRT Maintenance  
3306	LRT Yard - RCC Ops  
3308	LRT Supervisors  
3310	LRT Facilities  
3312	LRT MAC Tactical  
3314	LRT Main  
3316	LTR Operations  
3318	LRT Emergency Channel - 6  
3320	LTR Blue Main  
3322	LTR Blue Emergency - 2  
3324	LRT Rail Ops  
3326	LTR North Main  
3350	Metro Mobility East - North  
3352	Metro Mobility Central  
3358	Metro Mobility West - South  
3360	Metro Mobility Edina  
3362	Metro Mobility Brooklyn Center  
3366	Metro Mobility South - East  
3401	US Marshal Service1 Statewide  
3403	US Marshal Service1 Metro 1  
3405	US Marshal Service1 Metro 2   
3407	US Marshal Service1 Zone 1  
3409	US Marshal Service1 Zone 2  
3411	US Marshal Service1 Zone 3  
3413	US Marshal Service1 Zone 4  
3415	US Marshal Service1 Zone 5  
3416	Rice County, WI  
3417	US Marshal Service1 Zone 6  
3418	Pierce County, WI  
3419	US Marshal Service1 10  
3420	Metro Airport Comm 911 Center  
3421	US Marshal Service1 11  
3422	Anoka 911 Center  
3423	US Marshal Service1 12  
3426	Bloomington 911 Center  
3432	Chisago County  
3436	Dakota County 911 Center  
3440	Eden Prairie 911 Center  
3442	Edina 911 Center  
3444	Hopkins 911 Center  
3446	Isanti County  
3450	Minnetonka 911 Center  
3452	Ramsey County 911 Access  
3454	Scott County 911 Center  
3456	Sherburne County  
3458	Sibley County  
3460	St Louis Park 911 Center  
3462	St. Paul  
3464	Washington County  
3468	White Bear Lake  
3470	Wright County  
3472	University of Minnesota 911  
3496	Tribal Council Operations 1  
3500	TSA MSP Airport Emergency Operation Center  
3580	Security Monitors  
3582	Dept of Emergency Management 2  
3584	Dept of Emergency Management 1  
3586	University Common  
3588	Department of Environmental Health & Safety  
3590	Police 5 Common  
3592	Police 4 Investigations  
3594	Police 3 Records/Parking  
3596	Police Department, Car to Car  
3598	Police Department, Main Dispatch  
3600	Parks 1  
3601	Highway Maintenance Crew  
3602	Parks 2  
3603	Washington  
3604	Parks 3  
3605	Washington  
3609	Survey Crew  
3612	County Govt Center/Courts/LEC-Building Services 1  
3614	County Govt Center/Courts/LEC-Building Services 2  
3616	County Govt Center/Courts/LEC-Building Services 3  
3618	Law Enf. North   
3619	Fire All Call  
3620	Law Enf. South   
3622	CO Sheriff C2C  
3623	Law A  
3624	County Law Enforcement-Information  
3626	Law Traffic Spare  
3628	Law OPS 3  
3630	Law OPS 4  
3632	Law OPS 5  
3634	Law OPS 6  
3636	LEC Ops 7   
3638	LEC Ops 8  
3640	Event 7  
3642	Event 8  
3644	Event 9  
3646	Event 10  
3648	Event 11  
3650	Event 12  
3651	Law B  
3652	Law Enforcement Roam  
3653	Washington  
3654	Emergency Buttons - 911  
3656	Law All Call  
3658	Narcotics 3  
3660	SRT 1  
3662	SRT 2  
3663	Law  
3664	SRT 3  
3666	All Washington Co PD Investigators  
3668	Bayport Police Car to Car  
3672	Cottage Grove Police Car to Car  
3678	Forest Lake Police Car to Car  
3682	Washington  
3686	Oakdale Police Car to Car  
3688	Washington  
3692	Oak Park Heights Police Car to Car  
3698	St. Paul Park Police Car to Car  
3702	Stillwater Police Car To Car  
3704	Washington  
3706	Woodbury Police Car to Car  
3708	WA LAW  
3712	WA LAW  
3714	Washington  
3720	Sheriff's Office Investigations  
3722	Jail Operations 1  
3724	Jail Operations 2  
3728	Jail Operations 3  
3730	Washington  
3734	County Water Patrol  
3750	Fire Main Disp.  
3752	Fire Secondary Disp.  
3754	Fire T2T  
3756	Fire TAC A  
3758	Fire TAC B  
3760	Fire TAC C  
3762	Fire TAC D  
3764	Fire TAC E  
3766	Fire TAC F  
3768	Fire Dive Team  
3770	Fire Department Roaming  
3772	Fire  
3774	Fire All Call  
3776	Bayport Fire Ops 2  
3778	Bayport Fire Ops 3  
3780	Cottage Grove Fire Ops 2  
3782	Cottage Grove Fire Ops 3  
3784	Forest Lake Fire Ops 2  
3786	Forest Lake Fire Ops 3  
3788	Hugo Fire Ops 2  
3790	Hugo Fire Ops 3  
3792	Lake Elmo Fire Ops 2  
3794	Lake Elmo Fire Ops 3  
3796	Lower St. Croix Vly. Fire Ops 2  
3798	Lower St. Croix Vly. Fire Ops 3  
3800	Mahtomedi Fire Ops 2  
